2026-06-19 10:10:04 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=listSalesAdmin&created_sale_id=43",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:10:06 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=downloadSaleInvoicePdf&id=43 | GET: EMPTY
2026-06-19 10:10:06 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=downloadSaleInvoicePdf&id=43",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:10:23 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=listInventoryMovements | GET: EMPTY
2026-06-19 10:10:23 | STATIC_CANDIDATES: ["\/?controller=admin&action=listInventoryMovements",null,null,null] | STATIC_URI: /\n2026-06-19 10:10:32 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=dashboard&action=adminHome | GET: EMPTY
2026-06-19 10:10:32 | STATIC_CANDIDATES: ["\/?controller=dashboard&action=adminHome",null,null,null] | STATIC_URI: /\n2026-06-19 10:10:52 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=listSalesAdmin | GET: EMPTY
2026-06-19 10:10:52 | STATIC_CANDIDATES: ["\/?controller=admin&action=listSalesAdmin",null,null,null] | STATIC_URI: /\n2026-06-19 10:10:57 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=deleteSaleAdmin&id=43 | GET: EMPTY
2026-06-19 10:10:57 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=deleteSaleAdmin&id=43",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:10:58 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=listSalesAdmin | GET: EMPTY
2026-06-19 10:10:58 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=listSalesAdmin",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:10:59 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=dashboard&action=adminHome | GET: EMPTY
2026-06-19 10:10:59 | STATIC_CANDIDATES: ["\/?controller=dashboard&action=adminHome",null,null,null] | STATIC_URI: /\n2026-06-19 10:11:05 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=reports | GET: EMPTY
2026-06-19 10:11:05 | STATIC_CANDIDATES: ["\/?controller=admin&action=reports",null,null,null] | STATIC_URI: /\n2026-06-19 10:11:05 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=dashboard&action=auditPartial&audit_user=&audit_action=&audit_from=&audit_to=&audit_per_page=25&audit_page=1 | GET: EMPTY
2026-06-19 10:11:05 | STATIC_CANDIDATES: ["\/index.php?controller=dashboard&action=auditPartial&audit_user=&audit_action=&audit_from=&audit_to=&audit_per_page=25&audit_page=1",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:11:12 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=listSalesAdmin | GET: EMPTY
2026-06-19 10:11:12 | STATIC_CANDIDATES: ["\/?controller=admin&action=listSalesAdmin",null,null,null] | STATIC_URI: /\n2026-06-19 10:11:14 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=listProducts | GET: EMPTY
2026-06-19 10:11:14 | STATIC_CANDIDATES: ["\/?controller=admin&action=listProducts",null,null,null] | STATIC_URI: /\n2026-06-19 10:11:20 | REDIRECT_URL: NOT SET | REQUEST_URI: //index.php?controller=admin&action=addProductForm | GET: EMPTY
2026-06-19 10:11:20 | STATIC_CANDIDATES: ["\/\/index.php?controller=admin&action=addProductForm",null,null,null] | STATIC_URI: //index.php\n2026-06-19 10:11:31 | REDIRECT_URL: NOT SET | REQUEST_URI: //index.php?controller=admin&action=storeProduct | GET: EMPTY
2026-06-19 10:11:31 | STATIC_CANDIDATES: ["\/\/index.php?controller=admin&action=storeProduct",null,null,null] | STATIC_URI: //index.php\n2026-06-19 10:11:31 | REDIRECT_URL: NOT SET | REQUEST_URI: //index.php?controller=admin&action=listProducts | GET: EMPTY
2026-06-19 10:11:31 | STATIC_CANDIDATES: ["\/\/index.php?controller=admin&action=listProducts",null,null,null] | STATIC_URI: //index.php\n2026-06-19 10:11:41 | REDIRECT_URL: NOT SET | REQUEST_URI: //index.php?controller=admin&action=editProductForm&id=18 | GET: EMPTY
2026-06-19 10:11:41 | STATIC_CANDIDATES: ["\/\/index.php?controller=admin&action=editProductForm&id=18",null,null,null] | STATIC_URI: //index.php\n2026-06-19 10:11:46 | REDIRECT_URL: NOT SET | REQUEST_URI: //index.php?controller=admin&action=updateProduct | GET: EMPTY
2026-06-19 10:11:46 | STATIC_CANDIDATES: ["\/\/index.php?controller=admin&action=updateProduct",null,null,null] | STATIC_URI: //index.php\n2026-06-19 10:11:46 | REDIRECT_URL: NOT SET | REQUEST_URI: //index.php?controller=admin&action=listProducts | GET: EMPTY
2026-06-19 10:11:46 | STATIC_CANDIDATES: ["\/\/index.php?controller=admin&action=listProducts",null,null,null] | STATIC_URI: //index.php\n2026-06-19 10:12:47 | REDIRECT_URL: NOT SET | REQUEST_URI: //index.php?controller=admin&action=deleteProduct&id=18 | GET: EMPTY
2026-06-19 10:12:47 | STATIC_CANDIDATES: ["\/\/index.php?controller=admin&action=deleteProduct&id=18",null,null,null] | STATIC_URI: //index.php\n2026-06-19 10:12:48 | REDIRECT_URL: NOT SET | REQUEST_URI: //index.php?controller=admin&action=listProducts | GET: EMPTY
2026-06-19 10:12:48 | STATIC_CANDIDATES: ["\/\/index.php?controller=admin&action=listProducts",null,null,null] | STATIC_URI: //index.php\n2026-06-19 10:12:59 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=lowStockAlerts | GET: EMPTY
2026-06-19 10:12:59 | STATIC_CANDIDATES: ["\/?controller=admin&action=lowStockAlerts",null,null,null] | STATIC_URI: /\n2026-06-19 10:13:04 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=listWorkOrders | GET: EMPTY
2026-06-19 10:13:04 | STATIC_CANDIDATES: ["\/?controller=admin&action=listWorkOrders",null,null,null] | STATIC_URI: /\n2026-06-19 10:13:06 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=listPurchases | GET: EMPTY
2026-06-19 10:13:06 | STATIC_CANDIDATES: ["\/?controller=admin&action=listPurchases",null,null,null] | STATIC_URI: /\n2026-06-19 10:13:09 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=listWorkOrders | GET: EMPTY
2026-06-19 10:13:09 | STATIC_CANDIDATES: ["\/?controller=admin&action=listWorkOrders",null,null,null] | STATIC_URI: /\n2026-06-19 10:13:11 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=addWorkOrderForm | GET: EMPTY
2026-06-19 10:13:11 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=addWorkOrderForm",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:13:29 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=storeWorkOrder | GET: EMPTY
2026-06-19 10:13:29 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=storeWorkOrder",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:13:29 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=listWorkOrders | GET: EMPTY
2026-06-19 10:13:29 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=listWorkOrders",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:13:41 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=updateWorkOrderStatus | GET: EMPTY
2026-06-19 10:13:41 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=updateWorkOrderStatus",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:13:41 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=listWorkOrders | GET: EMPTY
2026-06-19 10:13:41 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=listWorkOrders",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:13:45 | REDIRECT_URL: NOT SET | REQUEST_URI: /?controller=admin&action=listPurchases | GET: EMPTY
2026-06-19 10:13:45 | STATIC_CANDIDATES: ["\/?controller=admin&action=listPurchases",null,null,null] | STATIC_URI: /\n2026-06-19 10:13:46 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=addPurchaseForm | GET: EMPTY
2026-06-19 10:13:46 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=addPurchaseForm",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:14:20 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=storePurchase | GET: EMPTY
2026-06-19 10:14:20 | STATIC_CANDIDATES: ["\/index.php?controller=admin&action=storePurchase",null,null,null] | STATIC_URI: /index.php\n2026-06-19 10:14:20 | REDIRECT_URL: NOT SET | REQUEST_URI: /index.php?controller=admin&action=listPurchases | GET: EMPTY
